gene	product	promoter_name	promoter_pos	gene_start_pos	map_start_pos	map_end_pos
hyfR	DNA-binding transcriptional activator HyfR	hyfAp (Experim. ev.)	2601171	2601201	2611900	2613912
focB	formate channel FocB				2613934	2614782
yfgO	putative transporter YfgO				2615881	2614820
bepA	β-barrel assembly-enhancing protease	bepAp2 (Experim. ev.)	2616026	2616094	2616094	2617557
yfgD	putative oxidoreductase YfgD				2617578	2617937
hda	inibitor of reinitiation of DNA replication				2618776	2618075
uraA	uracil:H+symporter UraA	uppp (Experim. ev.)	2620909	2620872	2620160	2618871
upp	uracil phosphoribosyltransferase	uppp (Experim. ev.)	2620909	2620872	2620872	2620246
purM	phosphoribosylformylglycinamide cyclo-ligase	purMp (Experim. ev.)	2621153	2621197	2621197	2622234
purN	phosphoribosylglycinamide formyltransferase 1	purMp (Experim. ev.)	2621153	2621197	2622234	2622872
ppk	polyphosphate kinase	ppkp5 (No high-quality experim. ev.)	2622874	2623044	2623044	2625110
ppx	exopolyphosphatase				2625115	2626656
pdeF	cyclic di-GMP phosphodiesterase PdeF				2628938	2626695
yfgG	nickel/cobalt stress response protein YfgG	yfgGp7 (No high-quality experim. ev.)	2629085	2629290	2629290	2629481
yfgH	lipoprotein YfgH				2629792	2630310
yfgI	nalidixic acid resistance protein YfgI				2630326	2630865
guaA	GMP synthetase	guaBp (Experim. ev.)	2634107	2634070	2632535	2630958
guaB	inosine 5'-monophosphate dehydrogenase	guaBp (Experim. ev.)	2634107	2634070	2634070	2632604
xseA	exodeoxyribonuclease VII subunit XseA	xseAp (No high-quality experim. ev.)	2634197	2634232	2634232	2635602
yfgJ	zinc ribbon domain-containing protein YfgJ				2635814	2635599
der	50S ribosomal subunit stability factor	bamBp (Experim. ev.)	2638975	2638652	2637356	2635884
bamB	outer membrane protein assembly factor BamB	bamBp (Experim. ev.)	2638975	2638652	2638652	2637474
yfgM	ancillary SecYEG translocon subunit	yfgMp1 (Experim. ev.)	2639433	2639283	2639283	2638663
hisS	histidine—tRNA ligase	hisSp (Experim. ev.)	2640642	2640575	2640575	2639301
ispG	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	ispGp5 (No high-quality experim. ev.)	2641954	2641804	2641804	2640686
rodZ	transmembrane component of cytoskeleton	rodZp2 (No high-quality experim. ev.)	2642934	2642844	2642844	2641831
rlmN	23S rRNA m2A2503 methyltransferase/tRNA m2A37 methyltransferase				2644283	2643129
ndk	nucleoside diphosphate kinase	ndkp4 (No high-quality experim. ev.)	2644960	2644864	2644864	2644433
pbpC	peptidoglycan glycosyltransferase PbpC	pbpCp1 (No high-quality experim. ev.)	2647493	2647325	2647325	2645013
yfhM	α2-macroglobulin	yfhMp (Experim. ev.)	2652324	2652287	2652287	2647326
sseA	3-mercaptopyruvate sulfurtransferase	sseAp (Experim. ev.)	2652391	2652494	2652494	2653339
ryfA	small regulatory RNA RyfA	ryfAp11 (No high-quality experim. ev.)	2653699	2653855	2653855	2654158
sseB	protein SseB				2654933	2654157
pepB	aminopeptidase B				2656358	2655075
iscX	accessory iron-sulfur cluster assembly protein IscX				2656736	2656536
fdx	reduced ferredoxin	hscBp (Experim. ev.)	2659524	2659467	2657083	2656748
hscA	iron-sulfur cluster biosynthesis chaperone HscA	hscBp (Experim. ev.)	2659524	2659467	2658935	2657085
hscB	[Fe-S] cluster biosynthesis co-chaperone HscB	hscBp (Experim. ev.)	2659524	2659467	2659467	2658952
iscA	iron-sulfur cluster insertion protein IscA	iscAp6 (No high-quality experim. ev.)	2659962	2659886	2659886	2659563
iscU	scaffold protein for iron-sulfur cluster assembly	iscRp (Experim. ev.)	2662199	2662131	2660289	2659903
iscS	cysteine desulfurase	iscRp (Experim. ev.)	2662199	2662131	2661531	2660317
iscR	DNA-binding transcriptional dual regulator IscR	iscRp (Experim. ev.)	2662199	2662131	2662131	2661643
trmJ	tRNA Cm32/Um32 methyltransferase				2663323	2662583
suhB	inositol-phosphate phosphatase				2663442	2664245
yfhR	putative peptidase	yfhRp4 (No high-quality experim. ev.)	2664204	2664390	2664390	2665244
csiE	stationary phase inducible protein CsiE	csiEp (Experim. ev.)	2665401	2665435	2665435	2666715
hcaT	putative 3-phenylpropionate transporter	hcaTp7 (No high-quality experim. ev.)	2668053	2667846	2667846	2666707
hcaR	DNA-binding transcriptional dual regulator HcaR	hcaRp (Experim. ev.)	2668964	2668896	2668896	2668006
iroK	protein IroK	hcaRp (Experim. ev.)	2668964	2668896	2668071	2668006
hcaE	putative 3-phenylpropionate/cinnamate dioxygenase subunit α	hcaEp (Experim. ev.)	2668982	2669032	2669032	2670393
hcaF	putative 3-phenylpropionate/cinnamate dioxygenase subunit β				2670390	2670908
hcaC	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit				2670908	2671228
hcaB	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase				2671225	2672037
hcaD	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit	hcaEp (Experim. ev.)	2668982	2669032	2672047	2673249
yphA	putative inner membrane protein				2673346	2673768
yphB	putative aldose 1-epimerase YphB	yphBp2 (No high-quality experim. ev.)	2674795	2674688	2674688	2673816
yphC	putative zinc-binding dehydrogenase YphC				2675761	2674700
yphD	putative ABC transporter membrane subunit YphD				2676825	2675827
yphE	putative ABC transporter ATP-binding protein YphE				2678361	2676850
yphF	putative ABC transporter periplasmic binding protein YphF				2679367	2678384
yphG	DUF5107 domain-containing protein YphG				2682745	2679464
yphH	putative DNA-binding transcriptional regulator, NAGC-like				2682863	2684056
glyA	serine hydroxymethyltransferase	glyAp (Experim. ev.)	2685574	2685507	2685507	2684254
hmp	nitric oxide dioxygenase	hmpp (Experim. ev.)	2685797	2685835	2685835	2687025
glnB	nitrogen regulatory protein PII-1	glnBp3 (Experim. ev.)	2687526	2687408	2687408	2687070
glrR	DNA-binding transcriptional activator GlrR				2688803	2687469
qseG	outer membrane lipoprotein QseG				2689506	2688793
glrK	sensory histidine kinase GlrK	glmYp2 (Experim. ev.)	2691340	2691098	2691098	2689671
glmY	small regulatory RNA GlmY				2691340	2691157
purL	phosphoribosylformylglycinamide synthetase	purLp (Experim. ev.)	2695589	2695543	2695543	2691656
mltF	membrane-bound lytic murein transglycosylase F	mltFp (No high-quality experim. ev.)	2695767	2695801	2695801	2697357
tadA	tRNA adenosine34deaminase	pgpCp (No high-quality experim. ev.)	2698638	2698550	2697857	2697354
pgpC	phosphatidylglycerophosphatase C	pgpCp (No high-quality experim. ev.)	2698638	2698550	2698550	2697915
yfhH	putative DNA-binding transcriptional regulator YfhH	yfhHp5 (No high-quality experim. ev.)	2698707	2698759	2698759	2699607
yfhL	putative 4Fe-4S cluster-containing protein YfhL				2699663	2699923
shoB	toxic peptide ShoB	shoBp (Experim. ev.)	2700291	2700197	2700197	2700117
ohsC	small regulatory RNA OhsC				2700520	2700596
acpS	holo-[acyl-carrier-protein] synthase	acpSp3 (No high-quality experim. ev.)	2701162	2700998	2700998	2700618
pdxJ	pyridoxine 5'-phosphate synthase	pdxJp (Experim. ev.)	2701813	2701729	2701729	2700998
recO	DNA repair protein RecO				2702469	2701741
era	30S ribosomal subunit maturation GTPase Era	rncp (Experim. ev.)	2704223	2704063	2703386	2702481
rnc	RNase III	rncp (Experim. ev.)	2704223	2704063	2704063	2703383
lepB	signal peptidase I	lepBp1 (No high-quality experim. ev.)	2705464	2705309	2705309	2704335
lepA	30S ribosomal subunit biogenesis factor LepA	lepAp (Experim. ev.)	2707196	2707124	2707124	2705325
rseC	protein RseC	rseAp3 (Experim. ev.)	2709632	2709404	2707801	2707322
rseB	anti-sigma factor stabilizing protein RseB	rseAp3 (Experim. ev.)	2709632	2709404	2708754	2707798
rseA	anti-sigma-E factor RseA	rseAp3 (Experim. ev.)	2709632	2709404	2709404	2708754
rpoE	RNA polymerase sigma E factor	rpoEp2a (Experim. ev.)	2710087	2710012	2710012	2709437
rseD	rpoEleader peptide				2710164	2710009
nadB	L-aspartate oxidase	nadBp (No high-quality experim. ev.)	2710357	2710420	2710420	2712042
yfiC	tRNA m6A37 methyltransferase	yfiCp3 (No high-quality experim. ev.)	2712805	2712764	2712764	2712027
srmB	ATP-dependent RNA helicase SrmB	srmBp4 (No high-quality experim. ev.)	2712876	2712896	2712896	2714230
yfiE	putative LysR-type DNA-binding transcriptional regulator YfiE	yfiEp7 (No high-quality experim. ev.)	2715344	2715320	2715320	2714439
eamB	cysteine/O-acetylserine exporter EamB				2715423	2716010
grcA	stress-induced alternate pyruvate formate-lyase subunit	grcAp1 (Experim. ev.)	2716523	2716449	2716449	2716066
ung	uracil-DNA glycosylase	ungp (Experim. ev.)	2716738	2716754	2716754	2717443
yfiF	putative methyltransferase YfiF				2718528	2717491
trxC	reduced thioredoxin 2	trxCp (Experim. ev.)	2718675	2718735	2718735	2719154
yfiP	DTW domain-containing protein YfiP				2719223	2719921
patZ	peptidyl-lysineN-acetyltransferase	pkap (Experim. ev.)	2719931	2719953	2719953	2722613
pssA	phosphatidylserine synthase	pssAp4 (No high-quality experim. ev.)	2722578	2722702	2722727	2724082
yfiM	protein YfiM				2724128	2724451
kgtP	α-ketoglutarate:H+symporter	kgtPp8 (No high-quality experim. ev.)	2725812	2725746	2725746	2724448
rrfG	5S ribosomal RNA	rrsGp1 (No high-quality experim. ev.)	2731448	2731157	2726188	2726069
rrlG	23S ribosomal RNA	rrsGp1 (No high-quality experim. ev.)	2731448	2731157	2729184	2726281
gltW	tRNA-Glu(UUC)	rrsGp1 (No high-quality experim. ev.)	2731448	2731157	2729444	2729369
rrsG	16S ribosomal RNA	rrsGp1 (No high-quality experim. ev.)	2731448	2731157	2731157	2729616
clpB	ClpB80	ryfDp (Experim. ev.)	2734295	2734173	2734173	2731600
ryfD	small regulatory RNA RyfD				2734295	2734153
pgeF	polyphenol oxidase YfiH				2735034	2734303
rluD	23S rRNA pseudouridine1911/1915/1917synthase				2736011	2735031
bamD	outer membrane protein assembly factor BamD	bamDp2 (Experim. ev.)	2735961	2736146	2736146	2736883
raiA	stationary phase translation inhibitor and ribosome stability factor	raiAp (Experim. ev.)	2737104	2737154	2737154	2737495
pheL	pheoperon leader peptide	pheLp (Experim. ev.)	2737579	2737599	2737599	2737646
pheA	fused chorismate mutase/prephenate dehydratase	pheLp (Experim. ev.)	2737579	2737599	2737745	2738905
tyrA	fused chorismate mutase/prephenate dehydrogenase	aroFp (Experim. ev.)	2741201	2741150	2740069	2738948
aroF	3-deoxy-7-phosphoheptulonate synthase	aroFp (Experim. ev.)	2741201	2741150	2741150	2740080
yfiL	DUF2799 domain-containing lipoprotein YfiL	yfiLp9 (No high-quality experim. ev.)	2741315	2741360	2741360	2741725
yfiR	DUF4154 domain-containing protein YfiR	yfiRp7 (No high-quality experim. ev.)	2741677	2741875	2741875	2742393
dgcN	diguanylate cyclase DgcN	yfiRp7 (No high-quality experim. ev.)	2741677	2741875	2742383	2743609
yfiB	lipoprotein YfiB				2743625	2744107
rplS	50S ribosomal subunit protein L19	rplSp1 (No high-quality experim. ev.)	2744642	2744530	2744530	2744183
trmD	tRNA m1G37 methyltransferase	rpsPp (Experim. ev.)	2746254	2746185	2745339	2744572
rimM	ribosome maturation factor RimM	rpsPp (Experim. ev.)	2746254	2746185	2745918	2745370
rpsP	30S ribosomal subunit protein S16	rpsPp (Experim. ev.)	2746254	2746185	2746185	2745937
ffh	signal recognition particle protein component	ffhp (Experim. ev.)	2747853	2747795	2747795	2746434
ypjD	cytochromecassembly family protein				2747962	2748753
yfjD	putative inner membrane protein				2748774	2750060
grpE	nucleotide exchange factor GrpE	grpEp (Experim. ev.)	2750747	2750708	2750708	2750115
nadK	NAD kinase	nadKp2 (No high-quality experim. ev.)	2750763	2750831	2750831	2751709
recN	DNA repair protein RecN				2751795	2753456
bamE	outer membrane protein assembly factor BamE	bamEp (Experim. ev.)	2753486	2753605	2753605	2753946
yfjF	putative component of the Rsx system				2754298	2754008
ratA	ribosome association toxin RatA				2754764	2754288
smpB	SsrA-binding protein	smpBp5 (No high-quality experim. ev.)	2754767	2754896	2754896	2755378
ssrA	tmRNA	ssrAp2 (No high-quality experim. ev.)	2755507	2755593	2755593	2755955
intA	CP4-57 prophage; integrase IntA				2756159	2757400
yfjH	CP4-57 prophage; uncharacterized protein YfjH				2758600	2757644
alpA	CP4-57 prophage; DNA-binding transcriptional activator AlpA				2758644	2758856
yfjI	CP4-57 prophage; protein YfjI	yfjIp9 (No high-quality experim. ev.)	2758855	2758985	2758985	2760394
yfjJ	CP4-57 prophage; protein YfjJ				2760547	2761173
abpB	CP4-57 prophage; putative helicase YfjK				2763540	2761351
abpA	CP4-57 prophage; anti-bacteriophage protein				2765153	2763537
yfjM	CP4-57 prophage; protein YfjM				2765776	2765513
rnlA	CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system	rnlAp2 (Experim. ev.)	2765894	2765918	2765918	2766991
rnlB	CP4-57 prophage; antitoxin RnlB	rnlBp (Experim. ev.)	2766707	2766984	2766984	2767355
yfjP	CP4-57 prophage; putative GTP-binding protein YfjP				2767710	2768573
yfjQ	CP4-57 prophage; DUF932 domain-containing protein YfjQ				2768665	2769486
yfjR	CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR				2769703	2770404
ypjK	CP4-57 prophage; uncharacterized protein YpjK				2770445	2770681
yfjS	CP4-57 prophage; inner membrane lipoprotein YfjS				2770681	2771124
yfjT	CP4-57 prophage; uncharacterized protein YfjT				2771148	2771615
yfjU	CP4-57 prophage; ArsC family protein YfjU				2772154	2771840
yfjV	CP4-57 prophage; putative arsenite transporter, N-terminal fragment				2773182	2772167
yfjW	CP4-57 prophage; uncharacterized protein YfjW				2773318	2775021
ypjI	putative UPF0401 protein YpjI				2775545	2775816
yfjX	CP4-57 prophage; putative antirestriction protein				2775919	2776377
yfjY	CP4-57 prophage; RadC-like JAB domain-containing protein YfjY				2776386	2776868
ypjJ	CP4-57 prophage; DUF987 domain-containing protein YpjJ				2776877	2777077
yfjZ	CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system				2777115	2777432
ypjF	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system				2777453	2777782
psaA					2777972	2777985
ypjA	adhesin-like autotransporter YpjA	ypjAp8 (No high-quality experim. ev.)	2782822	2782726	2782726	2778146
pinH	putative invertase fragment				2783304	2783065
ypjB	DUF5508 domain-containing protein YpjB				2784429	2783638
ypjC	DUF5507 domain-containing protein YpjC				2785011	2784529
ileY	tRNA-Ile(CAU)				2785837	2785762
ygaQ	putative uncharacterized protein YgaQ				2786397	2788649
csiD->glaH	glutarate hydroxylase GlaH	csiDp (Experim. ev.)	2788927	2788985	2788985	2789962
lhgO->lhgD	L-2-hydroxyglutarate dehydrogenase	csiDp (Experim. ev.)	2788927	2788985	2789982	2791250
gabD	succinate-semialdehyde dehydrogenase (NADP+) GabD	gabDp2 (Experim. ev.)	2790912	2791273	2791273	2792721
gabT	4-aminobutyrate aminotransferase GabT	gabDp2 (Experim. ev.)	2790912	2791273	2792735	2794015
gabP	4-aminobutanoate:H+symporter	gabDp2 (Experim. ev.)	2790912	2791273	2794253	2795653
csiR->glaR	DNA-binding transcriptional repressor GlaR	csiRp3 (No high-quality experim. ev.)	2795471	2795674	2795674	2796336
kbp	K+binding protein	kbpp4 (No high-quality experim. ev.)	2796814	2796786	2796786	2796337
yqaE	Pmp3 family protein YqaE	yqaEp (Experim. ev.)	2797085	2797028	2797028	2796870
ygaV	putative DNA-binding transcriptional regulator YgaV				2797211	2797510
ygaP	thiosulfate sulfurtransferase YgaP				2797520	2798044
stpA	DNA-binding transcriptional repressor StpA with RNA chaperone activity	stpAp3 (Experim. ev.)	2798578	2798495	2798495	2798091
alaE	L-alanine exporter	alaEp1 (No high-quality experim. ev.)	2799070	2799164	2799164	2799613
ygaC	protein YgaC				2799994	2799650
ygaM	DUF883 domain-containing protein YgaM	ygaMp (Experim. ev.)	2800121	2800146	2800146	2800475
nrdH	glutaredoxin-like protein	nrdHp (Experim. ev.)	2800656	2800723	2800723	2800968
nrdI	dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI				2800965	2801375
nrdE	ribonucleoside-diphosphate reductase 2, α subunit dimer	nrdHp (Experim. ev.)	2800656	2800723	2801348	2803492
nrdF	ribonucleoside-diphosphate reductase 2, β subunit dimer				2803502	2804461
proV	glycine betaine ABC transporter ATP binding subunit ProV	proVp1 (Experim. ev.)	2804563	2804815	2804815	2806017
proW	glycine betaine ABC transporter membrane subunit ProW	proVp1 (Experim. ev.)	2804563	2804815	2806010	2807074
proX	glycine betaine ABC transporter periplasmic binding protein ProX	proVp1 (Experim. ev.)	2804563	2804815	2807132	2808124
ygaY	putative transporter YgaY, N-terminal fragment				2808316	2809493
ygaZ	L-valine exporter subunit YgaZ	ygaZp8 (No high-quality experim. ev.)	2809595	2809617	2809617	2810354
ygaH	L-valine exporter subunit YgaH	ygaZp8 (No high-quality experim. ev.)	2809595	2809617	2810344	2810679
mprA	DNA-binding transcriptional repressor MprA	mprAp (Experim. ev.)	2810747	2810770	2810770	2811300
emrA	multidrug efflux pump membrane fusion protein EmrA	mprAp (Experim. ev.)	2810747	2810770	2811427	2812599
emrB	multidrug efflux pump membrane subunit EmrB	mprAp (Experim. ev.)	2810747	2810770	2812616	2814154
luxS	S-ribosylhomocysteine lyase	luxSp1 (Experim. ev.)	2815065	2814733	2814733	2814218
micA	small regulatory RNA MicA	micAp (Experim. ev.)	2814802	2814802	2814802	2814873
gshA	glutamate—cysteine ligase				2816439	2814883
yqaA	DedA family protein YqaA				2816940	2816512
yqaB	fructose-1-phosphate phosphatase YqaB				2817503	2816937
argQ	tRNA-Arg(ACG)	serVp (No high-quality experim. ev.)	2818697	2818645	2817860	2817784
argZ	tRNA-Arg(ACG)				2818135	2818059
argY	tRNA-Arg(ACG)	serVp (No high-quality experim. ev.)	2818697	2818645	2818274	2818198
argV	tRNA-Arg(ACG)	serVp (No high-quality experim. ev.)	2818697	2818645	2818549	2818473
serV	tRNA-Ser(GCU)	serVp (No high-quality experim. ev.)	2818697	2818645	2818645	2818553
csrA	carbon storage regulator	csrAp1 (Experim. ev.)	2819373	2819146	2819146	2818961
alaS	alanine—tRNA ligase/DNA-binding transcriptional repressor	alaSp (Experim. ev.)	2822090	2822011	2822011	2819381
recX	RecA inhibitor RecX	recAp (Experim. ev.)	2823819	2823769	2822639	2822139
recA	DNA recombination/repair protein RecA	recAp (Experim. ev.)	2823819	2823769	2823769	2822708
pncC	NMN amidohydrolase				2824346	2823849
mltB	membrane-bound lytic murein transglycosylase B				2825576	2824491
srlA	sorbitol-specific PTS enzyme IIC2component	srlAp (Experim. ev.)	2825791	2825832	2825832	2826395
srlE	sorbitol-specific PTS enzyme IIBC1component	srlAp (Experim. ev.)	2825791	2825832	2826392	2827351
srlB	sorbitol-specific PTS enzyme IIA component	srlAp (Experim. ev.)	2825791	2825832	2827362	2827733
srlD	sorbitol-6-phosphate 2-dehydrogenase	srlAp (Experim. ev.)	2825791	2825832	2827737	2828516
gutM	DNA-binding transcriptional activator GutM	srlAp (Experim. ev.)	2825791	2825832	2828621	2828980
srlR	DNA-binding transcriptional repressor SrlR	srlRp (Experim. ev.)	2828860	2829047	2829047	2829820
gutQ	D-arabinose 5-phosphate isomerase GutQ	srlRp (Experim. ev.)	2828860	2829047	2829813	2830778
norR	DNA-binding transcriptional dual regulator NorR	norRp (Experim. ev.)	2832307	2832289	2832289	2830775
norV	reduced flavorubredoxin	norVp (Experim. ev.)	2832439	2832476	2832476	2833915
norW	NADH:flavorubredoxin reductase				2833912	2835045
hypF	carbamoyl--[HypE] ligase				2837425	2835173
hydN	putative electron transport protein HydN	hydNp (Experim. ev.)	2838132	2838105	2838105	2837578
ascG	DNA-binding transcriptional repressor AscG	ascGp (No high-quality experim. ev.)	2839287	2839264	2839264	2838254
ascF	β-glucoside specific PTS enzyme II				2839524	2840981
ascB	6-phospho-β-glucosidase AscB	ascBp (Experim. ev.)	2840942	2840990	2840990	2842414
hycI	hydrogenase 3 maturation protease				2843043	2842573
hycH	formate hydrogenlyase assembly protein	hycAp (Experim. ev.)	2850461	2850435	2843446	2843036
hycG	formate hydrogenlyase subunit HycG	hycAp (Experim. ev.)	2850461	2850435	2844210	2843443
hycF	formate hydrogenlyase subunit HycF	hycAp (Experim. ev.)	2850461	2850435	2844752	2844210
hycE	formate hydrogenlyase subunit HycE	hycAp (Experim. ev.)	2850461	2850435	2846471	2844762
hycD	formate hydrogenlyase subunit HycD	hycAp (Experim. ev.)	2850461	2850435	2847412	2846489
hycC	formate hydrogenlyase subunit HycC	hycAp (Experim. ev.)	2850461	2850435	2849241	2847415
hycB	formate hydrogenlyase subunit HycB	hycAp (Experim. ev.)	2850461	2850435	2849849	2849238
hycA	regulator of the transcriptional regulator FhlA	hycAp (Experim. ev.)	2850461	2850435	2850435	2849974
hypA	hydrogenase 3 nickel incorporation protein HypA	hypAp (Experim. ev.)	2850627	2850647	2850647	2850997
hypB	hydrogenase isozymes nickel incorporation protein HypB	hypBp (Experim. ev.)	2850839	2851001	2851001	2851873
hypC	hydrogenase 3 maturation protein HypC	hypBp (Experim. ev.)	2850839	2851001	2851864	2852136
hypD	Fe-(CN)2CO cofactor assembly scaffold protein HypD	hypBp (Experim. ev.)	2850839	2851001	2852136	2853257
hypE	hydrogenase maturation protein, carbamoyl dehydratase				2853254	2854264
fhlA	DNA-binding transcriptional activator FhlA	hypBp (Experim. ev.)	2850839	2851001	2854338	2856416
ygbA	protein YgbA	ygbAp (Experim. ev.)	2856828	2856806	2856806	2856453
mutS	DNA mismatch repair protein MutS	mutSp (Experim. ev.)	2857019	2857093	2857093	2859654
pphB	phosphoprotein phosphatase 2	pphBp1 (No high-quality experim. ev.)	2859737	2859760	2859760	2860416
ygbI	putative DeoR-type DNA-binding transcriptional regulator YgbI	ygbIp5 (No high-quality experim. ev.)	2861441	2861234	2861234	2860467
ygbJ	putative L-threonate dehydrogenase				2861430	2862338
ygbK	putative 3-oxo-tetronate kinase YgbK	ygbKp (No high-quality experim. ev.)	2862197	2862335	2862335	2863501
ygbL	putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL	ygbLp5 (No high-quality experim. ev.)	2863537	2863593	2863593	2864231
ygbM	putative 2-oxo-tetronate isomerase YgbM	ygbLp5 (No high-quality experim. ev.)	2863537	2863593	2864236	2865012
ygbN	putative transporter YgbN				2865101	2866465
rpoS	RNA polymerase, sigma S (sigma 38) factor	rpoSp (Experim. ev.)	2868118	2867551	2867551	2866559
nlpD	murein hydrolase activator NlpD	nlpDp1 (Experim. ev.)	2868829	2868753	2868753	2867614
pcm	L-isoaspartate protein carboxylmethyltransferase type II	surEp2 (Experim. ev.)	2870686	2870274	2869519	2868893
umpG	broad specificity 5'(3')-nucleotidase and polyphosphatase	surEp2 (Experim. ev.)	2870686	2870274	2870274	2869513
truD	tRNA pseudouridine13synthase	ispFp3 (No high-quality experim. ev.)	2871984	2871780	2871304	2870255
ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispFp3 (No high-quality experim. ev.)	2871984	2871780	2871780	2871301
ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase				2872490	2871780
ftsB	cell division protein FtsB	ftsBp (No high-quality experim. ev.)	2872901	2872820	2872820	2872509
ygbE	DUF3561 domain-containing inner membrane protein YgbE				2873337	2873014
cysC	adenylyl-sulfate kinase	cysCp3 (No high-quality experim. ev.)	2874028	2873992	2873992	2873387
cysN	sulfate adenylyltransferase subunit 1	cysDp (Experim. ev.)	2876368	2876329	2875419	2873992
cysD	sulfate adenylyltransferase subunit 2	cysDp (Experim. ev.)	2876368	2876329	2876329	2875421
iap	alkaline phosphatase isozyme conversion protein				2876581	2877618
cas2	CRISPR-associated endoribonuclease Cas2	ygbFp (Experim. ev.)	2878915	2878853	2878853	2878569
cas1	multifunctional nuclease Cas1	casAp (Experim. ev.)	2884319	2884138	2879772	2878855
casE	pre-CRISPR RNA endonuclease	casAp (Experim. ev.)	2884319	2884138	2880387	2879788
casD	type I-E CRISPR system Cascade subunit CasD	casAp (Experim. ev.)	2884319	2884138	2881048	2880374
casC	type I-E CRISPR system Cascade subunit CasC	casAp (Experim. ev.)	2884319	2884138	2882142	2881051
casB	type I-E CRISPR system Cascade subunit CasB	casAp (Experim. ev.)	2884319	2884138	2882637	2882155
casA	type I-E CRISPR system Cascade subunit CasA	casAp (Experim. ev.)	2884319	2884138	2884138	2882630
cas3	CRISPR-associated endonuclease/helicase Cas3				2887219	2884553
sokX	small RNA SokX				2887353	2887408
cysH	phosphoadenosine phosphosulfate reductase	cysJp (Experim. ev.)	2891964	2891898	2888312	2887578
cysI	sulfite reductase, hemoprotein subunit	cysJp (Experim. ev.)	2891964	2891898	2890099	2888387
cysJ	sulfite reductase, flavoprotein subunit complex				2891898	2890099
queD	6-carboxy-5,6,7,8-tetrahydropterin synthase				2892214	2892579
ygcN	putative oxidoreductase with FAD/NAD(P)-binding domain	ygcNp3 (No high-quality experim. ev.)	2892572	2892657	2892657	2893928
ygcO	putative 4Fe-4S cluster-containing protein	ygcNp3 (No high-quality experim. ev.)	2892572	2892657	2893919	2894179
ygcP	putative anti-terminator regulatory protein	ygcNp3 (No high-quality experim. ev.)	2892572	2892657	2894196	2894771
ygcQ	putative flavoprotein				2895779	2894919
ygcR	putative flavoprotein				2896555	2895776
ygcS	putative transporter YgcS				2897870	2896533
ygcU	putative FAD-containing dehydrogenase				2899418	2897964
ygcW	putative deoxygluconate dehydrogenase				2900273	2899488
yqcE	putative transport protein YqcE	yqcEp6 (No high-quality experim. ev.)	2900472	2900592	2900592	2901869
ygcE	putative sugar kinase YgcE	yqcEp6 (No high-quality experim. ev.)	2900472	2900592	2901896	2903374
queE	putative 7-carboxy-7-deazaguanine synthase QueE	queEp7 (No high-quality experim. ev.)	2905606	2905418	2905418	2904747
yqcG	cell envelope stress response protein YqcG				2905557	2905697
ygcG	protein YgcG	ygcGp7 (No high-quality experim. ev.)	2905605	2905711	2905711	2906583
eno	enolase	enop3 (Experim. ev.)	2908846	2907941	2907941	2906643
pyrG	CTP synthetase	pyrGp1 (Experim. ev.)	2909797	2909666	2909666	2908029
mazG	nucleoside triphosphate pyrophosphohydrolase	mazGp4 (No high-quality experim. ev.)	2910860	2910685	2910685	2909894
mazF	MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity	mazEp1 (Experim. ev.)	2911368	2911339	2911091	2910756
mazE	MazE antitoxin of the MazF-MazE toxin-antitoxin system / DNA-binding transcriptional repressor	mazEp1 (Experim. ev.)	2911368	2911339	2911339	2911091
relA	GDP/GTP pyrophosphokinase	relAp4 (Experim. ev.)	2914318	2913651	2913651	2911417
rlmD	23S rRNA m5U1939 methyltransferase	rlmDp (Experim. ev.)	2915043	2915000	2915000	2913699
barA	sensor histidine kinase BarA				2915057	2917813
gudD	D-glucarate dehydratase	gudDp1 (No high-quality experim. ev.)	2919513	2919385	2919385	2918045
gudX	glucarate dehydratase-related protein				2920746	2919406
gudP	galactarate/glucarate/glycerate transporter GudP				2922100	2920748
yqcA	putative flavodoxin YqcA	yqcAp5 (No high-quality experim. ev.)	2923050	2922984	2922984	2922535
truC	tRNA pseudouridine65synthase	csrBp (Experim. ev.)	2924524	2924113	2923784	2923002
yqcC	DUF446 domain-containing protein YqcC				2924113	2923784
csrB	small regulatory RNA CsrB				2924524	2924156
syd	SecY-interacting protein				2925280	2924735
queF	7-cyano-7-deazaguanine reductase				2925348	2926196
ppnN	nucleotide 5'-monophosphate nucleosidase				2926308	2927672
